Category,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
Fish,15110,0,0,0,0,66,65,0,0,0,7.76,19.66,36,0.053,57.4,0,0.075,73.38,3.004,1.149,1.614,6.65,5,0.039,0.38,29,255,418,81,0.66,36,1.7,0.543,0,2.02,0.1
Fish,15119,0,0,0,0,18,29.3,0,0,0,12.4,29.13,23,0.12,76,0,0.038,59.83,2.949,2.885,1.534,8.21,13,0.071,1.39,31,311,207,416,0.9,23,2.2,0.11,0,0.87,44
Fish,15121,0,0,0,0.08,36,29.3,0,0,0,9.92,19,17,0.082,67.8,0,0.03,79,0.114,0.259,0.224,0.94,18,0.048,1.67,22,137,176,219,0.66,17,2.57,0.32,0,0.33,0.2
Fish,15127,0,0,0,0,39,65,0,0,0,18.475,24.4,18,0.115,90.6,0,0.118,74.03,0.116,0.147,0.172,0.49,4,0.036,0.77,35,278,441,45,0.37,18,2.08,0.933,0,0.24,0.1
Fish,15130,0,0,0,0,60,65,0,0,0,3,19.09,36,0.12,12.6,0,0.14,72.77,1.996,2.149,0.906,5.86,26,0.072,0.37,33,270,317,51,0.99,36,1,0.3,0,0.2,0.1
Fish,15132,0,0,0,0,67,65,0,0,0,1.3,18.31,30,0.046,32.1,0,0.056,80.27,0.279,0.422,0.247,1.31,48,0.031,0.34,21,222,249,72,0.88,30,2.3,0.156,0,0.3,0.1
Crustaceans,15138,0,0,0,15,20,13,0.5,0,0,0.62,7.62,0,0.08,22.3,6.25,0.03,74.66,0.275,0.143,0.216,0.46,13,0.032,0.39,43,282,90,529,0.33,0,0.57,0.13,0,0.17,0.4
Crustaceans,15140,0,0,0,0,97,80.9,0,0,0,2.747,17.88,1,0.093,42.9,0,0.023,79.69,0.129,0.258,0.201,0.74,91,0.814,0.5,36,234,259,395,3.81,1,3.33,0.156,3.3,1.84,0.3
Crustaceans,15141,0,0,0,0,97,80.9,0,0,0,2.747,17.88,1,0.093,42.9,0,0.023,79.69,0.129,0.258,0.201,0.74,91,0.814,0.5,36,234,259,563,3.81,1,3.33,0.156,3.3,1.84,0.3
Crustaceans,15145,0,0,0,0,114,80.9,0,0,0,2.208,15.97,16,0.032,31.6,0,0.07,82.24,0.174,0.293,0.159,0.95,27,0.419,0.84,27,256,302,58,1.3,16,2,0.108,1.2,2.85,0.1
Crustaceans,15146,0,0,0,0,133,80.9,0,0,0,2.28,16.77,15,0.085,36.7,0,0.05,79.37,0.244,0.367,0.181,1.2,60,0.685,0.83,33,270,296,94,1.76,15,2.15,0.076,0.9,1.5,0.1
Crustaceans,15147,0,0,0,0,127,70.3,0,0,0,1.591,16.52,1,0.014,63.6,0,0.02,80.95,0.22,0.296,0.181,0.75,84,1.349,0.26,38,161,200,423,3.53,1,1.25,0.104,0,0.87,0
Crustaceans,15148,0,0,0,0,146,80.9,0,0,0,1.83,19,1,0.017,73.1,0,0.023,78.11,0.253,0.34,0.208,0.86,96,1.55,0.29,43,185,230,486,4.05,1,1.43,0.119,0,1,0
Crustaceans,15149,0,0,0,0.91,126,80.9,0,0,0,1.778,13.61,54,0.015,29.6,0,0.02,83.01,0.181,0.295,0.261,1.01,54,0.182,0.21,22,244,113,119,0.97,54,1.11,0.161,0,1.32,0.3
Crustaceans,15151,0,0,0,1.52,211,135.4,0,0,0,2.678,22.78,90,0.024,49.5,0,0.032,71.56,0.361,0.59,0.521,1.7,91,0.258,0.32,37,306,170,111,1.63,90,1.66,0.242,0,2.2,0.4
Crustaceans,15152,0,0,0,0,252,80.9,0,0,0,0.558,20.42,0,0.015,47.5,0,0.007,75.85,0.108,0.684,0.188,1.36,145,0.262,2.13,33,195,80,870,1.96,0,0.74,0.01,4.1,1.1,0
Mollusks,15155,0,0,0,6.01,85,65,0,0,0,1.5,17.1,2,0.1,44.8,0,0.19,74.56,0.107,0.104,0.149,0.76,31,0.196,3.19,48,190,250,301,0.82,2,0.73,0.15,2,4,23
Mollusks,15157,0,0,0,3.57,30,65,0,0,0,0.35,14.67,90,0.04,30.6,0,0.015,78.98,0.12,0.192,0.187,0.96,39,0.053,1.62,19,198,46,56,0.51,90,11.28,0.01,0,0.68,0.2
Mollusks,15160,0,0,0,5.9,50,107.4,0,0,0,0.578,24.25,149,0.066,50.5,0,0.024,65.26,0.198,0.318,0.309,1.59,65,0.087,2.68,32,327,628,112,0.84,149,18.63,0.016,0,1.12,0.3
Mollusks,15162,0,0,0,0.1,3,13,0,0,0,0.18,0.4,9,0.02,4.1,0,0.01,97.7,0.002,0.006,0.002,0.02,13,0.389,0.3,11,114,149,215,0.1,9,5,0.01,1,0.31,0.2
Mollusks,15164,0,0,0,3.69,28,65,0,0,0,1.6,11.9,48,0.21,44.8,0,0.16,80.58,0.507,0.606,0.425,2.24,26,0.094,3.95,34,197,320,286,1.6,48,12,0.05,8,0.55,0.1
Mollusks,15166,0,0,0,2.2,48,65,0,0,0,2.1,14.91,45,0.04,44.8,0,0.03,80.25,0.162,0.239,0.227,1.04,53,0.435,5.3,30,186,350,230,1.68,45,20,0.36,5,1.2,0.1
Mollusks,15167,0,0,0,2.72,40,65,0,0,0,0.925,5.71,13,0.09,19.7,0.62,0.018,89.04,0.253,0.528,0.474,1.71,59,2.858,4.61,18,97,156,85,39.3,13,8.75,0.031,0,0.85,1
Mollusks,15170,0,0,0,3.91,55,81,0,0,0,1.244,7.06,90,0.166,35.8,0,0.15,85.14,0.25,0.739,0.631,2.47,45,4.461,6.7,54,139,229,112,90.95,90,19.13,0.095,5,0.85,0.1
Mollusks,15172,0,0,0,3.18,24,65,0,0,0,0.703,12.06,1,0.015,12.8,0,0.007,82.53,0.048,0.13,0.128,0.49,6,0.023,0.38,22,334,205,161,0.91,1,1.41,0.073,0,0,0
Mollusks,15175,0,0,0,3.08,233,65,0,0,0,2.175,15.58,10,0.412,44.8,0,0.02,78.55,0.107,0.524,0.358,1.38,32,1.891,0.68,33,221,246,44,1.53,10,1.3,0.056,4.7,1.2,0
Fish,15192,0,0,0,0,57,79.7,0,0,0,1.343,18.73,2,0.055,28,0,0.038,80.31,0.089,0.201,0.105,0.5,10,0.024,0.2,24,345,289,134,0.39,2,2.31,0.136,0,0.67,0
Fish,15201,0,0,0,0,60,83.6,0,0,0,10.667,25.73,23,0.54,46.8,0,0.135,61.73,3.371,2.488,2.881,10.12,29,0.119,1.49,36,160,521,110,0.86,23,4.23,0.381,2.1,1.25,0.1
Mollusks,15230,0,0,0,4.4,96,81,0,0,0,3.78,29.82,90,0.076,89.6,0,0.057,60.5,0.324,0.477,0.453,2.08,106,0.739,9.54,60,279,630,460,3.36,90,36,0.648,8,1.2,0.1
Fish,15234,0,0,0,0,55,65,0,0,0,2.105,15.23,0,0.083,8.2,0,0.02,79.06,2.573,1.119,1.31,5.94,8,0.032,0.23,19,204,302,98,0.48,0,2.88,0.154,0,0.81,2.1
Fish,15240,0,0,0,0,59,65,0,0,0,5.567,19.94,84,0.09,23.6,0,0.12,73.8,1.979,1.507,1.383,6.18,25,0.046,0.31,25,226,377,51,0.45,84,4.3,0.34,2.9,2.34,0.1
Fish,15261,0,0,0,0,50,42.5,0,0,0,3.903,20.08,0,0.063,41.8,0,0.041,78.08,0.498,0.363,0.585,1.7,10,0.075,0.56,27,170,302,52,0.33,0,1.58,0.162,0,0.4,1.4
Beans,16006,0,65,0,21.14,0,31.5,4.1,16,511,0.428,4.75,0,0.039,5,7.96,0.096,72,0.095,0.121,0.071,0.37,34,0.145,1.19,27,74,224,343,2.28,5,0,0.084,0,0.15,0.8
Beans,16010,0,9,2,21.57,7,22.3,4.4,9,83,0.304,4.52,0,0.015,4.8,8.23,0.033,71.48,0.222,0.4,0.231,0.89,39,0.171,1.4,30,88,231,391,0.51,1,0,0.05,0,0.04,0.4
Beans,16014,0,0,0,62.36,0,66.4,15.5,0,0,1.955,21.6,0,0.193,3.2,2.12,0.9,11.02,0.123,0.61,0.366,1.42,123,0.841,5.02,171,352,1483,5,3.65,0,0,0.286,0,0.21,5.6
Beans,16015,0,0,0,23.71,0,32.6,8.7,0,0,0.505,8.86,0,0.059,1.2,0.32,0.244,65.74,0.047,0.231,0.139,0.54,27,0.209,2.1,70,140,355,1,1.12,0,0,0.069,0,0.87,3.3
Beans,16017,0,0,0,24.35,0,32.6,8.3,0,0,0.527,8.18,0,0.056,1.2,0.32,0.225,65.74,0.03,0.149,0.089,0.35,55,0.269,2.85,49,152,433,3,0.76,0,0,0.077,0,0.87,3.3
Beans,16018,0,0,0,16.55,0,23.2,6.9,0,0,0.62,6.03,0,0.12,1.3,0.23,0.14,75.64,0.025,0.125,0.075,0.29,35,0.192,1.9,35,108,308,384,0.54,0,0,0.055,2.7,0.62,2.3
Beans,16026,0,0,0,21.02,0,29.5,4.9,0,0,0.461,7.37,0,0.06,4.1,1.41,0.143,69.89,0.018,0.161,0.12,0.39,53,0.16,1.57,51,136,351,370,0.65,0,0,0.106,1.3,0.79,3
Beans,16028,0,0,0,22.8,0,30.5,6.4,0,0,0.578,8.67,0,0.058,1.1,0.32,0.16,66.94,0.039,0.278,0.073,0.5,35,0.216,2.22,42,138,405,1,1,0,0,0.12,1.2,0.03,8.4
Beans,16033,0,0,0,22.8,0,30.5,7.4,0,0,0.578,8.67,0,0.058,1.2,0.32,0.16,66.94,0.039,0.275,0.072,0.5,28,0.242,2.94,45,142,403,2,1.07,0,0,0.12,1.2,0.03,8.4
Beans,16034,0,0,0,14.83,0,30.5,4.3,0,0,0.494,5.22,0,0.067,1.1,1.85,0.106,77.96,0.147,0.174,0.125,0.36,29,0.147,1.25,30,106,260,256,0.62,0,0,0.08,0.8,0.02,4.1
Beans,16041,0,0,0,27.91,0,36.9,5.3,0,0,0.57,9.06,0,0.063,1.4,0.36,0.257,61.2,0.042,0.21,0.126,0.49,52,0.271,2.3,65,165,508,2,0.96,0,0,0.175,0,0.98,3.7
Beans,16042,0,0,0,62.55,0,66.2,15.5,0,0,1.174,21.42,0,0.212,27.9,2.11,0.713,11.33,0.229,0.407,0.235,1.23,113,0.893,5.07,176,411,1393,12,2.28,0,0,0.474,6.3,0.21,5.6
Beans,16043,0,0,0,26.22,0,35.3,9,0,0,0.318,9.01,0,0.062,6.2,0.34,0.193,62.95,0.133,0.235,0.136,0.65,46,0.219,2.09,50,147,436,1,0.98,0,0,0.229,0.8,0.94,3.5
Beans,16048,0,0,0,25.28,0,35.2,10.4,0,0,0.708,9.16,0,0.103,1.3,0.34,0.187,62.98,0.094,0.466,0.279,1.08,62,0.186,2.48,74,183,325,5,1.06,0,0,0.129,1.8,0.94,3.5
Beans,16050,0,0,0,25.09,0,35.1,6.3,0,0,0.14,9.73,0,0.046,1.3,0.34,0.118,63.08,0.031,0.152,0.091,0.35,90,0.287,3.7,63,113,561,6,1.38,0,0,0.093,0,0.94,3.5
Broadbeans (fava beans),16053,0,9,0,19.65,0,30.6,5.4,0,0,0.711,7.6,0,0.089,2.6,1.82,0.097,71.54,0.079,0.164,0.066,0.4,36,0.259,1.5,43,125,268,5,1.01,1,0,0.072,0.3,0.02,2.9
Chickpeas (garbanzo beans,16056,0,40,0,62.95,0,99.3,12.2,0,0,1.541,20.47,0,0.212,0,10.7,0.477,7.68,1.377,2.731,0.603,6.04,57,0.656,4.31,79,252,718,24,2.76,3,0,0.535,4,0.82,9
Chickpeas (garbanzo beans,16057,0,16,0,27.42,0,42.8,7.6,0,0,0.526,8.86,0,0.063,3.7,4.8,0.116,60.21,0.583,1.156,0.269,2.59,49,0.352,2.89,48,168,291,7,1.53,1,0,0.139,1.3,0.35,4
Chili with beans,16059,0,180,43,13.24,17,20.2,3.3,107,1069,0.358,6.12,0,0.105,1.3,1.65,0.048,75.51,1.601,0.249,1.133,3.76,47,0.117,3.43,45,154,365,423,2,17,0,0.132,1.7,0.52,1.9
Cowpeas,16063,0,9,0,20.76,0,32.2,6.5,0,0,0.495,7.73,0,0.055,2.5,3.3,0.202,70.04,0.044,0.225,0.138,0.53,24,0.268,2.51,53,156,278,4,1.29,1,0,0.1,0.4,0.28,1.7
Lentils,16069,0,23,0,63.35,0,96.4,10.7,0,0,2.605,24.63,0,0.211,0.1,2.03,0.873,8.26,0.193,0.526,0.154,1.06,35,0.754,6.51,47,281,677,6,3.27,2,0,0.54,4.5,0.49,5
Lentils,16070,0,5,0,20.13,0,32.7,7.9,0,0,1.06,9.02,0,0.073,2.8,1.8,0.169,69.64,0.064,0.175,0.053,0.38,19,0.251,3.33,36,180,369,2,1.27,0,0,0.178,1.5,0.11,1.7
Lima beans,16072,0,0,0,20.88,0,32.5,7,0,0,0.421,7.8,0,0.055,4.5,2.9,0.161,69.79,0.034,0.171,0.089,0.38,17,0.235,2.39,43,111,508,2,0.95,0,0,0.161,0,0.18,2
Mung beans,16081,0,14,0,19.15,0,29.4,7.6,0,0,0.577,7.02,0,0.061,2.5,2,0.164,72.66,0.054,0.128,0.116,0.38,27,0.156,1.4,48,99,266,2,0.84,1,0,0.067,1,0.15,2.7
Noodles,16082,0,0,0,86.09,0,93.2,0.5,0,0,0.2,0.16,0,0,7.9,0,0.15,13.42,0.008,0.018,0.017,0.06,25,0.081,2.17,3,32,10,10,0.41,0,0,0.05,0,0.13,0
Peas,16086,0,4,0,21.1,0,32.8,8.3,0,0,0.89,8.34,0,0.056,0.6,2.9,0.19,69.49,0.081,0.165,0.054,0.39,14,0.181,1.29,36,99,362,2,1,0,0,0.048,0.4,0.03,5
Peanuts,16087,0,0,0,16.13,0,52.5,8.5,0,0,12.066,25.8,0,0.135,7.2,4.72,0.64,6.5,24.426,15.558,6.279,49.24,92,1.144,4.58,168,376,705,18,3.27,0,0,0.348,0,8.33,0
Peanuts,16088,0,0,0,21.26,0,32.7,8.8,0,0,5.259,13.5,0,0.063,4.4,2.47,0.259,41.78,10.921,6.956,3.055,22.01,55,0.499,1.01,102,198,180,751,1.83,0,0,0.152,0,4.1,0
Peanuts,16089,0,0,0,15.26,0,55.3,9.4,0,0,13.825,28.03,0,0.089,3.3,4.18,0.085,1.45,25.995,15.303,8.655,52.5,61,0.533,1.52,176,397,726,320,3.28,0,0,0.461,0.8,6.94,0
Peanuts,16090,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,410,2.77,0,0,0.466,0,4.93,0
Peanut butter,16098,0,0,0,22.3,0,63,4.8,0,0,13.3,22.5,0,0.191,4.1,10.5,0.138,1.18,25.4,12.3,10.1,51.1,49,0.42,1.73,169,339,564,429,2.54,0,0,0.444,0,9.11,0.3
Peanut flour,16099,0,0,0,34.7,0,108.7,15.8,0,0,27,52.2,0,0.48,7.1,8.22,0.7,7.8,0.225,0.143,0.063,0.55,140,1.8,2.1,370,760,1290,180,5.1,0,0,0.504,0,0.05,0
Refried beans,16103,0,0,0,13.55,0,21.2,3.7,0,0,0.367,4.98,0,0.079,5.8,0.54,0.076,77.75,0.601,0.543,0.631,2.01,29,0.129,1.44,35,92,319,370,0.58,0,0,0.103,6,0.09,2.1
Bacon,16104,0,53,0,5.31,0,45,2.6,0,0,7.56,11.69,0,0.481,7.4,0,4.4,48.98,7.095,15.441,4.622,29.52,23,0.105,2.41,19,70,170,1465,0.42,4,0,0.479,0,6.9,0
Sausage,16107,0,0,0,8.09,0,69.7,2.8,0,0,11.195,20.28,0,0.402,7.4,0,2.343,50.4,4.498,9.279,2.926,18.16,63,0.25,3.72,36,225,231,888,1.46,0,0,0.828,0,2.1,0
Soybeans,16109,0,5,0,8.36,0,47.5,6,0,0,0.399,18.21,0,0.285,7.3,3,0.155,62.55,1.981,5.064,1.297,8.97,102,0.407,5.14,86,245,515,1,1.15,0,0,0.234,1.7,0.35,19.2
Soybeans,16110,0,120,0,30.22,0,124.3,17.7,0,0,1.41,38.55,0,0.145,19.1,4.2,0.1,1.95,5.61,14.339,3.674,25.4,138,0.828,3.9,145,363,1470,163,3.14,10,0,0.208,2.2,0.91,50.4
Miso,16112,0,52,0,25.37,0,72.2,5.4,0,0,0.906,12.79,0,0.233,7,6.2,0.098,43.02,1.118,2.884,1.025,6.01,57,0.42,2.49,48,159,210,3728,2.56,4,0.08,0.199,0,0.01,29.3
Natto,16113,0,0,0,12.68,0,57,5.4,0,0,0,19.4,0,0.19,8.8,4.89,0.16,55.02,2.43,6.21,1.591,11,217,0.667,8.6,115,174,729,7,3.03,0,0,0.13,13,0.01,23.1
Soy flour,16115,0,72,0,31.92,0,190.6,9.6,0,0,4.32,37.81,0,1.16,7.5,7.5,0.581,5.16,4.561,11.657,2.987,20.65,206,2.92,6.37,429,494,2515,13,3.92,6,0,0.461,0,1.95,70
Soy flour,16117,0,24,0,33.92,0,11.3,17.5,0,0,2.612,51.46,0,0.253,1.7,16.42,0.698,7.25,0.208,0.533,0.136,1.22,241,4.065,9.24,290,674,2384,20,2.46,2,0,0.574,0,0.12,4.1
Soy protein isolate,16122,0,0,0,0,0,190.9,0,0,0,1.438,88.32,0,0.1,0.8,0,0.176,4.98,0.645,1.648,0.422,3.39,178,1.599,14.5,39,776,81,1005,4.03,0,0,0.1,0,0,0
Soy sauce made from soy and wheat (shoyu),16123,0,0,0,4.93,0,18.3,0.8,0,0,2.196,8.14,0,0.165,0.5,0.4,0.033,71.15,0.088,0.263,0.073,0.57,33,0.043,1.45,74,166,435,5493,0.87,0,0,0.148,0,0,0
Tofu,16127,0,4,0,1.18,0,27.4,0.2,0,0,0.535,7.17,0,0.037,8.9,0.7,0.047,87.26,0.814,2.081,0.533,3.69,111,0.157,1.11,27,92,120,8,0.64,0,0,0.052,0.2,0.01,2
Tofu,16129,0,16,0,8.86,0,106.3,3.9,0,0,0.1,18.82,0,0.05,28.5,2.72,0.17,50.52,4.456,11.39,2.918,20.18,372,0.398,4.87,60,287,146,16,1.99,1,0,0.099,0,0.04,7.8
Soymilk,16139,0,2,0,4.92,0,23.6,0.2,0,0,0.425,2.6,55,0.184,2.3,3.65,0.029,90.36,0.382,0.858,0.205,1.47,123,0.165,0.42,15,43,122,47,0.26,55,0.85,0.031,0,0.11,3
Veggie burgers or soyburgers,16147,0,10,0,14.27,5,19.4,4.9,0,0,3.753,15.7,0,0.244,22.6,1.07,2.651,61.21,1.778,2.023,1.44,6.3,136,0.2,2.41,56,206,333,569,1.26,1,2.01,0.303,4.5,0.23,4.2
Peanut spread,16149,0,0,0,14.23,0,67.4,7.8,0,0,16.385,24.8,0,0.122,9.1,6.35,0.116,1.93,26.997,16.266,10.22,54.89,72,0.76,2.84,164,350,818,292,3.51,0,0,0.471,0,8.06,0.6
Peanut butter,16150,0,0,0,35.65,0,63.4,5.2,0,0,14.6,25.9,0,0.06,7.5,9.28,0.27,1.2,16.156,9.182,5.76,34,35,0.58,1.9,170,369,669,540,2.8,0,0,0.31,0,9.04,0.6
Peanut butter,16155,0,0,0,18.75,0,63.3,5.6,0,0,13.369,25.72,1172,0.105,7.5,10.47,0.083,1.47,24.832,13.847,10.125,50.81,43,1.64,16.6,355,368,667,420,14.4,1172,0,2.23,0,43.2,0.6
Soymilk,16168,0,2,0,9.95,0,23.6,0.4,0,0,0.513,2.26,70,0.262,4.8,7.86,0.022,85.61,0.379,0.836,0.24,1.53,126,0.206,0.48,15,51,143,53,0.34,70,0.7,0.077,1.7,0.11,3
Soymilk,16225,0,1,0,3.51,0,12.3,0.3,0,0,0.222,2.38,61,0.201,2.3,2.61,0.037,92.69,0.202,0.426,0.005,0.77,123,0.086,0.43,15,87,117,48,0.23,61,1,0.016,0,0.06,1.6
Soymilk,16227,0,2,0,8.24,0,28.4,0.7,0,0,0.512,2.1,61,0.201,1.7,7.13,0.037,88.38,0.037,0.405,0.032,0.64,123,0.199,0.59,15,87,144,46,0.23,61,1,0.037,0,0.13,3.6
Soymilk (all flavors),16230,0,1,0,4.14,0,17.9,0.2,0,0,0.323,2.47,61,0.174,1.8,3.65,0.022,92.67,0,0.036,0,0.04,116,0.125,0.35,10,87,105,57,0.1,61,0.23,0.024,0,0.08,2.3
Beans,16316,0,0,0,16.55,0,23.2,6.9,0,0,0.62,6.03,0,0.12,1.3,0.23,0.14,75.64,0.025,0.125,0.075,0.29,35,0.192,1.9,35,108,308,138,0.54,0,0,0.055,2.7,0.62,2.3
Beans,16326,0,0,0,21.02,0,29.5,4.9,0,0,0.461,7.37,0,0.06,4.1,1.41,0.143,69.89,0.018,0.161,0.12,0.39,53,0.16,1.57,51,136,351,177,0.65,0,0,0.106,1.3,0.79,3
Beans,16337,0,0,0,14.83,0,30.5,5.3,0,0,0.494,5.22,0,0.067,1.1,1.85,0.106,77.96,0.147,0.174,0.125,0.36,29,0.147,1.25,30,106,260,117,0.62,0,0,0.08,0.8,0.02,4.1
Beans,16347,0,0,0,15.18,0,20.8,4.6,0,0,0.268,4.6,0,0.016,3.7,1.02,0.052,78.19,0.114,0.203,0.116,0.56,47,0.162,1.47,33,92,276,146,0.56,0,0,0.135,0.7,0.55,2.1
Chickpeas (garbanzo beans,16360,0,9,0,13.49,0,23.1,4.4,0,0,0.13,4.92,0,0.015,2,2.59,0.032,78.55,0.444,0.881,0.204,1.95,35,0.153,1.23,27,80,144,132,0.69,1,0,0.473,0.1,0.19,2.2
Peanuts,16389,0,0,0,15.26,0,55,9.4,0,0,13.825,28.03,0,0.089,3.3,4.18,0.085,1.45,25.976,15.292,8.686,52.5,61,0.533,1.52,176,397,726,6,3.28,0,0,0.461,0.8,6.91,0
Peanuts,16390,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,6,2.77,0,0,0.466,0,4.93,0
Peanut butter,16398,0,0,0,22.31,0,63,5,0,0,13.112,22.21,0,0.192,4.1,10.49,0.15,1.23,25.941,12.535,10.325,51.36,49,0.422,1.74,168,335,558,17,2.51,0,0,0.441,0,9.1,0.3
Refried beans,16403,0,0,0,13.55,0,22.7,3.7,0,0,0.367,4.98,0,0.079,5.8,0.54,0.076,77.75,0.601,0.543,0.631,2.01,29,0.129,1.44,35,92,319,138,0.58,0,0,0.103,0.8,0.09,2.3
Soy sauce made from soy and wheat (shoyu),16424,0,0,0,5.59,0,30.8,0.7,0,0,1.14,9.05,0,0.24,0.5,0.5,0.04,75.14,0.042,0.138,0.035,0.3,30,0.049,1.35,69,166,352,3598,0.79,0,0,0.16,0,0.41,0
Lamb,17002,0,0,0,0,97,93.7,0,0,0,6.66,24.52,0,0.25,26.4,0,0.1,53.72,8.82,1.51,8.83,20.94,17,0.119,1.88,23,188,310,72,4.46,0,2.55,0.13,0,0.14,4.6
Lamb,17008,0,0,0,0,106,110,0,0,0,5.46,28.37,0,0.19,30.6,0,0.05,56.8,5.68,0.97,5.63,13.46,20,0.123,2.14,22,166,257,72,7.69,0,2.28,0.1,0,0.18,4.3
Lamb,17012,0,0,0,0,93,96.3,0,0,0,6.59,25.55,0,0.27,27.2,0,0.1,57.48,6.96,1.18,6.89,16.48,11,0.115,1.98,24,191,313,66,4.4,0,2.59,0.15,0,0.15,4.2
Lamb,17014,0,0,0,0,89,104.9,0,0,0,6.34,28.3,0,0.29,30.1,0,0.11,63.89,3.39,0.51,2.76,7.74,8,0.12,2.12,26,206,338,68,4.94,0,2.64,0.17,0,0.18,3.6
Lamb,17024,0,0,0,0,100,93.8,0,0,0,7.1,25.17,0,0.25,27.4,0,0.1,51.57,9.7,1.68,9.83,23.08,20,0.13,1.81,24,196,327,77,3.48,0,2.47,0.13,0,0.13,4.8
Lamb,17027,0,0,0,0,95,108.3,0,0,0,6.85,29.99,0,0.28,32.8,0,0.11,60.98,4.26,0.64,3.48,9.73,19,0.145,2,28,226,376,84,4.13,0,2.52,0.16,0,0.16,3.9
Lamb,17030,0,0,0,0,99,86.4,0,0,0,7,22.13,0,0.22,23.9,0,0.09,47.06,12.12,2.37,12.7,29.59,19,0.121,1.88,23,178,270,76,4,0,2.54,0.11,0,0.12,5.3
Lamb,17033,0,0,0,0,91,104.4,0,0,0,6.55,27.74,0,0.25,31,0,0.1,58.83,5.21,1.18,4.65,12.95,16,0.139,2.21,29,213,313,85,5.27,0,2.64,0.15,0,0.18,4.1
Lamb,17035,0,0,0,0,72,69.5,0,0,0,5.66,16.58,0,0.21,19.2,0,0.11,61.39,8.79,1.71,9.28,21.45,16,0.097,1.5,21,158,230,61,3.94,0,2.53,0.13,0,0.22,3.4
Lamb,17038,0,0,0,0,92,87.9,0,0,0,6.15,22.51,0,0.24,26.2,0,0.09,56.26,8.17,1.62,8.44,19.97,20,0.108,1.97,23,184,251,66,5.23,0,2.64,0.13,0,0.14,4.6
Lamb,17039,0,0,0,0,66,82,0,0,0,5.45,19.55,0,0.22,22.2,0,0.12,72.99,2.72,0.62,2.42,6.76,15,0.109,1.66,24,184,274,70,4.77,0,2.78,0.16,0,0.22,3.4
Lamb,17042,0,0,0,0,87,95.8,0,0,0,5.76,24.94,0,0.26,28.5,0,0.09,63.32,4.36,0.95,4.08,10.77,19,0.113,2.13,25,200,265,68,6.04,0,2.7,0.15,0,0.18,4.5
Lamb,17060,0,0,0,0,108,129.3,0,0,0,5.95,33.69,0,0.24,38.1,0,0.07,56.23,3.54,0.81,3.15,8.8,15,0.141,2.8,28,205,260,70,6.58,0,2.73,0.12,0,0.2,4.4
Veal,17089,0,0,0,0,114,116.6,0,0,0,7.97,30.1,0,0.32,12.3,0,0.06,57.08,4.4,0.8,4.28,11.39,22,0.114,1.15,26,239,325,87,4.76,0,1.57,0.31,0,0.4,6.6
Veal,17091,0,0,0,0,118,123,0,0,0,8.42,31.9,0,0.34,13,0,0.06,60.16,2.35,0.59,1.84,6.58,24,0.12,1.16,28,250,338,89,5.1,0,1.65,0.33,0,0.42,6.6
Veal,17094,0,0,0,0,78,89.5,0,0,0,9.42,20.98,0,0.27,9,0,0.08,74.8,1.12,0.24,1.18,3.08,5,0.108,0.79,26,220,367,63,2.3,0,1.04,0.46,0,0.3,3.9
Veal,17095,0,0,0,0,134,141.2,0,0,0,10.56,36.16,0,0.35,15.4,0,0.06,55.49,2.36,0.47,2.53,6.33,8,0.14,1.32,29,249,383,67,3.96,0,1.17,0.36,0,0.49,7
Veal,17096,0,0,0,9.91,112,113.2,0.3,0,0,10.34,27.29,10,0.35,16.5,0.57,0.16,51.31,3.39,1.49,3.06,9.18,39,0.073,1.64,31,250,371,454,2.75,10,1.24,0.4,0,0.53,5.1
Veal,17097,0,0,0,0,105,123.2,0,0,0,12.05,31.75,0,0.35,13.4,0,0.07,58.34,3.23,0.58,3.16,8.35,6,0.062,0.88,31,279,425,76,3.23,0,1.45,0.49,0,0.42,5
Veal,17098,0,0,0,0,103,108.2,0,0,0,9.93,27.7,0,0.32,11.2,0,0.06,66.1,1.73,0.35,1.84,4.65,6,0.129,0.91,28,234,389,68,3.04,0,1.17,0.31,0,0.49,5.5
